,name,username,user_id,verified,location,source,lang,text,possibly_sensitive,edit_history_tweet_ids,tweet_id,created_at,type
99,David Cruz,daiscuzap,3077133968.0,False,"Guadalupe, Nuevo León",Twitter for iPhone,es,"@Homelando_Landa @synthpreacher @MGnano2k @miseleccionmx @Lc24C Be afraid because in reality Mexico can lose against Arabia. But because they are playing lousy, not because they do it to harm them",False,['1597296784241754114'],1597296784241754114,2022-11-28 18:30:04+00:00,replied_to
100,St. Malvado,Mr_Malvado,2919299888.0,False,,Twitter for Android,es,"@miseleccionmx Martino resigns, you sold yourself to your Argentina, you hurt the Mexicans",False,['1597296719863042048'],1597296719863042048,2022-11-28 18:29:49+00:00,replied_to
101,Juan Aguilar Jaramil,juan59aguilar,4906909645.0,False,,Twitter for Android,es,@azulycrema17 @miseleccionmx A 4 4 2 suits you,False,['1597296670974554112'],1597296670974554112,2022-11-28 18:29:37+00:00,replied_to
102,Ricardo Ascencio,Ricardo35552452,1.595026000848556e+18,False,,Twitter for iPhone,qme,@raul_jiménage9 @miselexioms @valves @fairsk_4 @toodnussa @fifacom #fifaworldcpkother2022 #handicap #trending #fyptops://t.co/5xwstduffs,False,['1597296636270546946'],1597296636270546946,2022-11-28 18:29:29+00:00,
103,𝔍𝔬𝔥𝔞𝔫𝔫 ♛,fsdfsdfsfdv,1.551681302990037e+18,False,Condado de Miravalle,Twitter for iPhone,es,@cc_RockTj @yosoy8a @miseleccionmx Hahaha,False,['1597296631187374082'],1597296631187374082,2022-11-28 18:29:27+00:00,replied_to
104,Alberto del Río,the_silent_one2,153194741.0,False,,Twitter for Android,es,"@Ticketmaster_Me @miseleccionmx @ViveMiSeleccion Hello, one question, what cards do you accept in pre-sales?
Do you already accept BBVA digital debit?",False,['1597296556398366722'],1597296556398366722,2022-11-28 18:29:10+00:00,replied_to
105,Hache,hachearquitecto,9.330245951998812e+17,False,Aquí en este cuerpo terrenal,Twitter for Android,es,"@SaulMonta_o @miseleccionmx That always remains as an alternative, however, we cannot hold the consumer responsible for misdirection.",False,['1597296449158406144'],1597296449158406144,2022-11-28 18:28:44+00:00,replied_to
106,Kevs,kevinuperezesp,3542908212.0,False,"Guadalajara, Jalisco",Twitter for iPhone,es,"Combinations for @miseleccionmx to advance:

If POL wins, Mexico advances winning by any score

Win 1-0 and ARG win 4-0

Win 2-0 and ARG win 3-0

Win 3-0 and ARG WIN 2-0

Win 4-0 and let ARG win anyway",False,['1597296412827348993'],1597296412827348993,2022-11-28 18:28:35+00:00,
107,Héctor Pérez,hector_m31,512534200.0,False,"Puebla, México.",Twitter for Android,qme,@chukycastroso @Canelo @miseleccionmx https://t.co/3Yc91dtsxO,False,['1597296392380493824'],1597296392380493824,2022-11-28 18:28:30+00:00,replied_to
108,ManOnFire,yohncreasy,1.559554767998763e+18,False,,Twitter for iPhone,es,@miseleccionmx I hope they lose and take Argentina as they pass through Tata's homeland vendor,False,['1597296392028188672'],1597296392028188672,2022-11-28 18:28:30+00:00,replied_to
109,Tyler Durden,Homelando_Landa,1.557768428827689e+18,False,,Twitter for iPhone,es,Everything indicates that Tata Martino is leaving @miseleccionmx after #Qatar2022 https://t.co/sCKmBOkXF3,False,['1597296307097731072'],1597296307097731072,2022-11-28 18:28:10+00:00,
110,Charles Lee Ray.,chukycastroso,2372750478.0,False,Ucrania,Twitter for Android,es,"@SancadillaNorte I thought he was with @miseleccionmx, I stuck with that idea...",False,['1597296280711008257'],1597296280711008257,2022-11-28 18:28:04+00:00,replied_to
111,Facu Talellis,Talagol_,1.4455533073012818e+18,False,,Twitter for Android,es,"@elopezmota Before the TRI vs Argentina game, I dared to predict a penalty in favor of @miseleccionmx for their agile and fast offensive. But they didn't even set foot in the rival area and as Don Boni said, ""this kbrn scores a penalty in their favour, in midfield.""",False,['1597296254781906944'],1597296254781906944,2022-11-28 18:27:58+00:00,
112,starpunk,satalionelmensi,1.307487095284527e+18,False,"Chicago, IL",Twitter for Android,es,@miseleccionmx @Lc24C If they put Mori to funes they win,False,['1597296152595922944'],1597296152595922944,2022-11-28 18:27:33+00:00,replied_to
113,ra+,rc0va,66293970.0,False,"Guadalajara, Jalisco",Twitter for Android,es,"@miseleccionmx Just seeing these trunks if you win, without motivation, gives me a roe! 🥱",False,['1597296151166087168'],1597296151166087168,2022-11-28 18:27:33+00:00,replied_to
114,soyzirael,ZiraelJC,269600884.0,False,"Tijuana, B.C. / San Diego, CA.",Twitter Web App,es,"@JJ_SOSA @Patottas @Geovannimsolis @miseleccionmx It's just that the medals are very nice and everything, the bronze was won, but the fact is that there are few teams that make their debut and keep youngsters efficiently, América, Atlas, Pachuca, and who else?",False,['1597296081829650433'],1597296081829650433,2022-11-28 18:27:16+00:00,replied_to
115,TrinidadPaSa,trened1,587531408.0,False,Puebla Pue.,Twitter for Android,es,"@miseleccionmx Now for you to squat, have you seen how the mother should break??? No, start watching the games of the others, you in the total roe",False,['1597296075098198016'],1597296075098198016,2022-11-28 18:27:15+00:00,replied_to
116,Jorge lopez,Jorgelo25424486,8.374938630947062e+17,False,,Twitter for Android,es,"@Canelo @canelo @miseleccionmx Gentlemen of the national team, please don't let the players leave their shirts in the laundry basket ""because it would be disrespectful to the country"" they do that even on the Canelo plain, it's as if I throw a cap with your brand I'm also failing",False,['1597296027958390784'],1597296027958390784,2022-11-28 18:27:04+00:00,replied_to
117,Rivera,RiveraMusic2,1.3435787080204902e+18,False,USA,Twitter Web App,es,"@OutravisivO @aranarmz01 @Cuauhtemoc_1521 @miseleccionmx If you look closely, the plumage of the wings resembles the Adidas logo.",False,['1597296017660989440'],1597296017660989440,2022-11-28 18:27:01+00:00,replied_to
118,La tengo como Zague!,torettomichel,7.971055500182569e+17,False,,Twitter for Android,es,@miseleccionmx Overrated webones bastards,False,['1597295980621484032'],1597295980621484032,2022-11-28 18:26:52+00:00,replied_to
119,Juan Quiroz,juaniaco80,2407865635.0,False,,Twitter for iPhone,es,@CesarCantuQ @miseleccionmx I think I already have an aversion to finding two consecutive 's',False,['1597295893891678208'],1597295893891678208,2022-11-28 18:26:32+00:00,replied_to
120,Hijo de Maki Hero,vibrador300,479980447.0,False,,Twitter for iPhone,es,"@miseleccionmx @Lc24C Focused on playing only 45 minutes and looking for a change, because the physical takes a very bad toll on him",False,['1597295878762508288'],1597295878762508288,2022-11-28 18:26:28+00:00,replied_to
121,Álej,nefastoles_,123493790.0,False,,Twitter for iPhone,es,"@Patottas @miseleccionmx Agree, but it is there to absorb all the criticism, it must have some responsibility and that is it.
Guilty no, responsible yes! (The background is another story)",False,['1597295829026762753'],1597295829026762753,2022-11-28 18:26:16+00:00,replied_to
122,El Aficionado de a Pie,AficionadoaPie,1.1899677950956503e+18,False,,Twitter for Android,es,@tntsportsmex @miseleccionmx How we like to excuse ourselves in those mediocre team phrases.,False,['1597295782511906817'],1597295782511906817,2022-11-28 18:26:05+00:00,replied_to
123,Bufalo-2216,2216Bufalo,1.2518803685103084e+18,False,,Twitter for Android,es,"@synthpreacher @MGnano2k @miseleccionmx @Lc24C Ugh, you don't know, at least our goal is not to beat 1 country",False,['1597295754824990720'],1597295754824990720,2022-11-28 18:25:58+00:00,replied_to
124,Fer Sánchez,Fer_SanRey,252774333.0,False,En tu subconsciente,Twitter for Android,qme,@ale_xyz_ @Canelo @miseleccionmx https://t.co/MEAFkSTecd,False,['1597295731785682944'],1597295731785682944,2022-11-28 18:25:53+00:00,replied_to
125,Gabriel Rodríguez #NEVER GIVE UP😎🇲🇽,Gabriel67037270,1.4238039494135112e+18,False,,Twitter for Android,es,"@Vic_Barberena91 @anavaleero @miseleccionmx And well, sorry, you don't know anything about soccer, but for those who like it, having Messi's shirt must be one of the greatest privileges there is.",False,['1597295685023698944'],1597295685023698944,2022-11-28 18:25:42+00:00,replied_to
126,Maria Mora,KremaMaria,2300305020.0,False,san juan de los lagos jalisco,Twitter for Android,eu,@Guty_er @miseleccionmx Erik Gutierrez is missing,False,['1597295577737596929'],1597295577737596929,2022-11-28 18:25:16+00:00,replied_to
127,UFESP,Ufesp2011,3028779150.0,False,Nivel mundial,Twitter for Android,qme,@OmRomo @miseleccionmx https://t.co/sHhqBuu91I,False,['1597295339333365760'],1597295339333365760,2022-11-28 18:24:19+00:00,replied_to
128,El Malcriado Azul. 🤴🏼,VerdeAzul2022,1.477423901655376e+18,False,🥶,Twitter for Android,es,"@Vic_Barberena91 @anavaleero @miseleccionmx What context are you talking about, brother, what's the problem with changing a shirt? It's incredible how they look for any excuse to be offended",False,['1597295308140339200'],1597295308140339200,2022-11-28 18:24:12+00:00,replied_to
129,Carlos O,Carlos_Obeso26,1.5814382415799747e+18,False,,Twitter for iPhone,es,@miseleccionmx @HenryMartinM Trunk is said!..,False,['1597295304008949761'],1597295304008949761,2022-11-28 18:24:11+00:00,replied_to
130,Sonny _Stark,SonnyStark007,9.816581153250509e+17,False,México,Twitter for Android,es,"@TUDNMEX @miseleccionmx @Luis_gavi Hahahaha they told him that @yosoy8a has crocodile arms, and they're right... https://t.co/A92xc3Vf6e",False,['1597295288292880385'],1597295288292880385,2022-11-28 18:24:07+00:00,replied_to
131,Jaime Gonzalez Lopez,jagolo1966,409369714.0,False,"Villahermosa Tabasco, México",Twitter for Android,es,@miseleccionmx On Wednesday after the game with Arabia these guys must present their RESIGNATION https://t.co/9LHjb7lzWc,False,['1597295242088427520'],1597295242088427520,2022-11-28 18:23:56+00:00,replied_to
132,Korg Chubbismo,KorgTwch,1.255753464136659e+18,False,Guadalajara,Twitter for iPhone,es,@holapollo @miseleccionmx That's right,False,['1597295218654531584'],1597295218654531584,2022-11-28 18:23:51+00:00,replied_to
133,EseRich!,RiCHoficial,74310349.0,False,Mexico,Twitter for Android,es,"@mauriciopedroza @Canelo Canelo does represent the true Mexican sport, @miseleccionmx does not represent anyone.",False,['1597295151264980992'],1597295151264980992,2022-11-28 18:23:35+00:00,replied_to
134,The One Above All,laag79,634193091.0,False,San Pedro Garza García,Twitter for Android,es,@SirJohnLaguna @miseleccionmx Did you make it to game 5?,False,['1597295140359778304'],1597295140359778304,2022-11-28 18:23:32+00:00,replied_to
135,Saul Montano,SaulMonta_o,2419656128.0,False,No se donde estoy,Twitter for Android,es,"@Canelo The shirt is on the floor, as are all the players 🤣 @miseleccionmx",False,['1597294915167219712'],1597294915167219712,2022-11-28 18:22:38+00:00,replied_to
136,Alfredinho E. Aranda,alfredinho_e,337470693.0,False,Honduras,Twitter for Android,es,"@GeorginaBaccel2 @kokito11 @miseleccionmx @HenryMartinM @eazcarraga @Televisa @AztecaDeportes @TUDNMEX It's been the same for many years, we have to put a stop to this, since I was a child I've seen that they only reach the 8th grade, more than 25 years without any fucking plan. It's time to say goodbye.",False,['1597294894955257856'],1597294894955257856,2022-11-28 18:22:33+00:00,replied_to
137,🐯The Teacher 🇲🇽,_eguia,557228090.0,False,DESDE MONTERREY,Twitter Web App,es,"@quiquegaray @FMF @LigaBBVAMX @miseleccionmx every comment of yours about soccer leaves a stamp of hate on televisa, just because it owns Club América, where one of the greatest players in Mexico played and who incidentally gave you the horn.
But why don't you talk to Ricardo Salinas and present him with a ""growth"" plan?",False,['1597294893612736512'],1597294893612736512,2022-11-28 18:22:33+00:00,replied_to
138,Christian Lopez,chrismendz,129311181.0,False,León Gto. Mex.,Twitter for Android,es,@miseleccionmx @UnVasoDeLALA @NotiTuit If they leave so much sponsor and start working better,False,['1597294878744252421'],1597294878744252421,2022-11-28 18:22:30+00:00,replied_to
139,LuisN,Wicho80,82288958.0,False,"Montréal, Québec",Twitter for iPad,es,@Luna_Azul1912 @miseleccionmx Ahhhh with both hahaha,False,['1597294736171503616'],1597294736171503616,2022-11-28 18:21:56+00:00,replied_to
140,¢нαяяαѕ¢αѕ נυαη яσмαℓν,alvacast17,108439723.0,False,mexico df,Twitter for Android,es,@Soy_David_Leon @miseleccionmx @HenryMartinM That's the problem hahahaha🙃,False,['1597294731780067330'],1597294731780067330,2022-11-28 18:21:55+00:00,replied_to
141,Billy M&M 🛸,mgm_Off,77518395.0,False,MEXICO,Twitter for Android,es,Let's go idol @HenryMartinM 💣🔥 Let's continue enjoying this #Qatar2022 dream until the end. I love you forever https://t.co/XeZ62c0kbB,False,['1597294722728349696'],1597294722728349696,2022-11-28 18:21:52+00:00,quoted
142,🐼,JJ_SOSA,125522582.0,False,CDMX ,Twitter for Android,es,"The corruption of @miseleccionmx and @LigaBBVAMX at its best, are crap bastards @MikelArriolaP @YondeLuisa1 @eazcarraga @ClubSantos @ConcacafEspanol @fifaworldcup_es @fifacom_es https://t.co/1Rs3P1LVP0",False,['1597294701862080514'],1597294701862080514,2022-11-28 18:21:47+00:00,
143,Dj Jaguar Morelia,Djjaguarmorelia,1669494596.0,False,Morelia Michoacan,Twitter for Android,es,@tntsportsmex @miseleccionmx @HenryMartinM METAN A COTA.,False,['1597294684472475648'],1597294684472475648,2022-11-28 18:21:43+00:00,replied_to
144,Ariel Rey,aarielrey,3970080898.0,False,,Twitter for Android,es,@Abel75189226 @josantonyo03 @FMF @miseleccionmx Did they plant it? The Argentine coach dog who gave away the game for obvious reasons. Mexico had never played like this against Argentina and today what a coincidence that they did so...,False,['1597294626867916800'],1597294626867916800,2022-11-28 18:21:30+00:00,replied_to
145,Camarada Zelenski,AnyerNavi,1.1381039388618138e+18,False,,Twitter for Android,es,"@RaulOrvananos @miseleccionmx @miseleccionmx eye...he didn't say thrash...!!

They can win 1-0 and be out.",False,['1597294550636441600'],1597294550636441600,2022-11-28 18:21:11+00:00,replied_to
146,G500Mx,G500Mx,8.884730626304655e+17,False,México,Twitter for Android,es,"@miseleccionmx Now to tell the story, it will be the last game with which they are going to say goodbye, I hope it is in a dignified way, not that they are going to beat you up, the net is ugly!",False,['1597294527609737216'],1597294527609737216,2022-11-28 18:21:06+00:00,replied_to
147,L-gante y leproso #IcardiANewells,Leproso__2013,1.3586714050852618e+18,False,,Twitter for iPhone,pt,@EdsonNoEdison @miseleccionmx thanks a lot brother,False,['1597294514531864576'],1597294514531864576,2022-11-28 18:21:03+00:00,replied_to
148,karla luna,karlalunarojas,155442261.0,False,,Twitter for Android,es,#ResignationYonDeLuisa @miseleccionmx we are going to make it easy for them and they didn't even say goodbye in Mexico they went to the US and they are also booed and the Mexican fans are pissed off with so much blowjob and mismanagement it's business but they don't even want to see the @LigaBBVAMX anymore,False,['1597294425364832257'],1597294425364832257,2022-11-28 18:20:41+00:00,
149,Cesar Torres,Csar_torres,104953622.0,False,En el lugar indicado,Twitter for iPhone,es,@tinitoguerra @quiquegaray @JehanTX @FMF @LigaBBVAMX @miseleccionmx Why life put us here,False,['1597294417786056704'],1597294417786056704,2022-11-28 18:20:40+00:00,replied_to
150,Rotten Rothko,synthpreacher,760759812.0,False,Soy de Metapan y voy a Taxco,Twitter for iPhone,es,"@conejopenalista @miseleccionmx Easy, don't watch Mexican soccer anymore or go to the stadiums.",False,['1597294371019579392'],1597294371019579392,2022-11-28 18:20:29+00:00,replied_to
151,Maria Mora,KremaMaria,2300305020.0,False,san juan de los lagos jalisco,Twitter for iPhone,es,"@Ramasaki1 @miseleccionmx No Daniel, taking off your shoe is one thing and kicking is another!! There is cold chest disrespect.",False,['1597294359137124353'],1597294359137124353,2022-11-28 18:20:26+00:00,replied_to
152,Félix Bravo,Bravo2203felix,1.5220408101284454e+18,False,,Twitter for Android,es,"Don't lose heart @miseleccionmx....
We still have to lose against Saudi...🙊",False,['1597294357060923392'],1597294357060923392,2022-11-28 18:20:25+00:00,
153,Raúl,raul9778,1.532846317483225e+18,False,,Twitter for iPhone,es,@ArturoRey02 @HHerreramex @miseleccionmx The ogete is still ugly and more bad than Rodallega,False,['1597294312722616320'],1597294312722616320,2022-11-28 18:20:15+00:00,replied_to
