,text
152,"Have Wednesday how we are doing... 😵‍💫
#vamosmuchachachos #Qatar2022 #SeleccionMexicana"
153,Opinion of @denisedresserg The 4T and the #Mexican team in the same direction https://t.co/p2ypO9g55D
154,"The best thing that can happen to the #SeleccionMexicana is not even going to the fourth game, learn that carrying husseros and commercials with legs is absolutely useless, the people who buy their ticket to the World Cup should limit themselves to the fans."
155,#caneloalvarez makes controversy over the silver shirt of #SeleccionMexicana https://t.co/uMjZ29OBYn
156,"@VILLALVAZO13 I don't think it was the intention, they themselves have their uniforms on the ground and it is seen that #Messi has NO interest in moving and taking off his booty while looking at his teammates. BETTER throw at the owners and those responsible for having this bad #SeleccionMexicana very low level"
157,"Not even the same Mexican players ""respect"" the shirt, why would Messi? Leave the poor thing behind and don't cry over something unimportant. #Mexican team"
158,"""Opposite directions"" #Carton @Univ_Opinion @El_Universal_Mx #Mexico #MarchaDelPueblo #FelizLunesATodos #BuenosDias #Qatar #SeleccionMexicana #AMLO https://t.co/SZH4JJVGhv"
159,"@IbaiLlanos This Is The #ViralVideo That Annoys The #caneloalvarez
When #Messi Supposedly Kicks The Shirt Of The #Mexican Selection
Watch the video and judge for your own account https://t.co/1kuA8lt7kU"
160,"WILL THEY GET IN THE RING? 😳

Saúl 'Canelo' Álvarez threatened Lionel Messi after a video leaked where he ""kicks"" the #SeleccionMexicana jersey after Argentina's victory in # Qatar2022 🥊

https://t.co/DxHBb6rbWH"
161,"Memo Ochoa broke the silence in the midst of Mexico's bad present in Qatar 2022: ""This is not over yet""
#Mexico / #Mexico Selection #Qatar2022

https://t.co/aulbF5VQc3"
162,"#FIFAWorldCup #Qatar2022 #SeleccionMexicana
As long as the possibility exists, you always have to try: Gerardo Martino https://t.co/MmQ7zT071V"
163,"#Shows | Canelo Álvarez launches against Messi for kicking the #SeleccionMexicana shirt 🇲🇽 😱

In a video that went viral on networks, you can see how Messi kicks a #Mexico shirt with the tip of his foot 👟👕

Find the video here 👉 https://t.co/M0q6exYOzY 🌐"
164,"#Shows | Canelo Álvarez launches against Messi for kicking the #SeleccionMexicana shirt 🇲🇽 😱

In a video that went viral on networks, you can see how Messi kicks a #Mexico shirt with the tip of his foot 👟👕

Find the video here 👉 https://t.co/R7ASkPWq4I 🌐 https://t.co/CcTCssaNKL"
165,But have the goals of the last 5 World Cups in Mexico already counted? This is going from bad to worse 👎🏽 @miseleccionmx #SeleccionMexicana https://t.co/Yt4lQJfPdm
166,@Canelo Pinches #Mexicans... the #politicians clean their ass with our rights and we stand up for nonsense like this when the #MexicanSelection is crap... #NoMamar #Messi𓃵 @GobiernoMX #Quatar2022
167,"Kun Agüero comes out in defense of Messi and responds to Canelo Álvarez

#Argentina #KunAgüero #Messi #Mexico #Mexican Selection

https://t.co/ayMocKtj4J"
168,Golden Scorpion exhibits Argentine for attacking a Mexican woman and child 'There is one or the other pending..' /t.co/JaXXNh3ffN
169,"Mexican Selection: Kikin Fonseca 'exhibits' Tata Martino vs Argentina #SeleccionMexicana #SeleccionArgentina #MexicovsArgentina #ArgentinavsMexico
#MundialQatar2022 #MundialQatar #Qatar2022 #QatarWorldCup2022 #QatarWorldCup22 #Qatar22
https://t.co/ymxDY9ee4K"
170,"Saul 'El Canelo' Álvarez threatens David Faitelson for defending Leo Messi
#Messi #Canelo #canelomessi #canelovsmessi #caneloalvarez #SeleccionMexicana #SeleccionArgentina #MexicovsArgentina #ArgentinavsMexico
#WorldQatar2022 #WorldQatar #Qatar2022 https://t.co/blYYsqF4w0"
171,"Mexico needs to beat Saudi Arabia; When have you done it with Martino?
#SeleccionMexicana #SeleccionArgentina #MexicovsArgentina #ArgentinavsMexico
#MundialQatar2022 #MundialQatar #Qatar2022 #QatarWorldCup2022 #QatarWorldCup22 #Qatar22
https://t.co/RxdUNkNknd"
172,"The Mexican national team is treated as a marketing product, it goes beyond just a soccer team, Mexico has great athletes but they denature the group of athletes, and the image of an advertising product prevails #SeleccionMexicana #Mundial2022 #Qatar2022"
173,"The clubs that fight for Alexis Vega while he plays the Qatar World Cup with the Mexico National Team
#Mexico / #Mexico Selection #Qatar2022

https://t.co/slGBRA5F2j"
174,"After not going to the World Cup with Mexico, Santiago Giménez leaves Feyenoord aside and tempts the South American giant
#Mexico / #Mexico Selection #Qatar2022

https://t.co/reVht0KbLx"
175,"@brfootball This Is The #ViralVideo That Has Annoyed The #caneloalvarez
When #Messi Supposedly Kicks The Shirt Of The #Mexican Selection
Watch the video and judge for your own account https://t.co/XbQEQeGiBN"
176,"@BarcaUniversal This Is The #ViralVideo That Has Annoyed The #caneloalvarez
When #Messi Supposedly Kicks The Shirt Of The #Mexican Selection
Watch the video and judge for your own account https://t.co/QfBrL8gBVJ"
177,"@ESPNFC This Is The #Viral Video That Has Annoyed The #caneloalvarez
When #Messi Supposedly Kicks The Shirt Of The #Mexican Selection
Watch the video and judge for your own account https://t.co/sxZxBU7onL"
178,"If Canelo wants a photo with Messi, let him go and ask for it! No need for so much childish tantrum...
#SeleccionMexicana #canelo #messi #malvinas"
179,"#Football | #AndrésGuardado will forever remain in the history of the #MexicanSelection. The midfielder is already the player with the most caps of all time, in #qatar he reached his fifth #WorldCup2022
https://t.co/Hv9ej72zOM"
180,"💬 Interview | The Mexican Rafa Márquez, coach of Barça Atlètic, reflects on the #SelecciónMexicana, analyzes the World Cup in Qatar and the evolution of his former teammate and captain of Argentina, Leo Messi
 https://t.co/YKJHyJRlfL"
181,"You should NOT stop promoting a sport in which we are not good, such as soccer.
#seleccionmexicana #seleccionmexicanadefutbol #boxeomexicano #taekwondomexico #sportemexicano #soccer #fifa https://t.co/Km88tsHzMH"
182,"Meanwhile Messi:
Well, I'm going to check #Twitter to see what's new...
#Messi #Canelo #Jersey #SeleccionMexicana
#MexicoVsArgentina
#Qatar2022
#HappySunday https://t.co/Kfz0z9pddg"
183,"Better share the mother to the good-for-nothings of @seleccionmexicana always go alone on vacation to the World Cups. They don't compromise, @ LeoMessiFanClub he is a gentleman on the court and he knows what he is doing https://t.co/PplvIW6zTY"
184,"#Mexican team
They change coaches all the time, Mexico is never the head of the group, the coaches are always from other countries and they will always look for a way to fuck Mexico.
If you don't spend enough money to FIFA, they screw you and the development of talent is always overshadowed."
185,"#Mexican team
 The DT must be Mexican."
186,On the verge of eliminating Qatar https://t.co/9RC9Z929kO #Qatar2022 #seleccionmexicana #miseleccionmx #ochoa https://t.co/xAPIfURTKQ
187,"And lastly, take a few minutes of your time and investigate that the #MexicoSelection is a FIFA team, this team that represents Mexio so much carries the #FMF shield, not the flag, never plays games in Mexico, everyone in the USA why?"
188,"Gallardo, one of the most regular and no one mentions it... It is worth saying what not... But also what if... No? @LaJugadaTUDN @losprota #SeleccionMexicana https://t.co/6aNqZo49dY"
189,"#selectionmexicana if they are tied with Arabia and Argentina with Poland and the game is going to end, let the Arabs score so that Argentina is left out in retaliation for what Messi did in the Mexican shirt!!"
190,"In 1 week -or less-, for ""El #TataMartino"" to leave the position of the #SeleccionMexicana, who would they put as coach? Thinking about a process from here to #Mexico2026 my shortlist goes for:
• Guillermo Almada
•Jimmy Lozano
•Saturnino Cardozo"
191,"👉🏼https://t.co/PzmXPT0YRa👈🏼
This is how things are in group C #SeleccionMexicana #Quatar2022 #MundialQatar2022 #Qatar #ShortsFIFAWorldCup https://t.co/ohzTdNebZx"
192,"The joy of seeing your hero perform at the #FIFAWorldCup 💙🇦🇷
.
.
#fifaworldcup2022  #fifaworldcup #fifaqatar2022 #qatar2022 #fifa #fmfpornuestrofútbol #eltricolor #laseleccion #noticiasdeportivas #México #mexico #seleccionmexicana #argentinavsmexico #argentina #lionelmessi #mess https://t.co/7bzZEYRK9N"
193,"How crazy would it be to go to the round of 16 and defeat the world champion (France) to reach the fifth game? 😱
It will be... 🤔 🫢
#FIFAWorldCup #Qatar2022EsLatina #SeleccionMexicana"
194,Add description. #SeleccionMexicana #Qatar2022 #FIFAWorldCup # https://t.co/BjfmizNcLZ
195,"Called To all the Fans who paid for the tickets in QATAR to see a fraud, Put a million-dollar Class Action on the @FMF to remove the love of money.
#FueraTata #SeleccionMexicana https://t.co/fFJYFjDkvc"
196,"The fight between @Canelo and @Faitelson_ESPN on Twitter for what Messi did to the jersey of the Mexican team is something like that hahaha!
#Canelo #caneloalvarez #canelomessi #Faitelson #MexicoVsArgentina #SeleccionMexicana https://t.co/rsGYZvK4wA"
197,Canelo Álvarez explodes against Messi for kicking the Tri shirt: 'Let him ask God not to find it for me'
198,Luisito Comunica supports Argentina after defeating Mexico and mocks 'Not even Judas was so traitor' https://t.co/p87YHdQA5V #ARG #MEX Messico #QatarWorldCup2022 #Qatar2022 #FIFAWorldCup #SeleccionMexicana #México #Argentina #MéxicovsArgentina #Tri # Tricolor #VivaMéxico #Messi
199,Messi unleashes Canelo's fury after kicking El Tri's shirt: 'Let him ask God not to find it for me' .co/1M7gR1xY4w Bivol
200,"Is Andrés Guardado's jersey the one that was kicked in the controversial video of Lionel Messi? #Messico #QatarWorldCup2022 #Qatar2022 #FIFAWorldCup #Guardado #SeleccionMexicana #México #Argentina #MéxicovsArgentina #Tri #Tricolor #VivaMéxico https://t.co/8Flb6KKtEu Bivol, Canelo"
201,"I just saw a note that ensures that Tata is leaving @miseleccionmx no matter what... But let's be honest, right now even the move to the next round was complicated.

Tata has already delayed the generational change of the team and that will be his legacy.

#Mexican team"
202,"I don't know, he says, but the fact that the farewell matches were in the USA speaks volumes about the underlying problems.
Engine details that are called: INTERESTS.
@FMF ✊🏾
#Mexican team
By the way, there were 3."
203,"#Shows | Canelo Álvarez launches against Messi for kicking the #SeleccionMexicana shirt 🇲🇽 😱

In a video that went viral on networks, you can see how Messi kicks a #Mexico shirt with the tip of his foot 👟👕

Find the video here 👉 https://t.co/R7ASkPWq4I 🌐 https://t.co/CcTCssaNKL"
204,But have the goals of the last 5 World Cups in Mexico already counted? This is going from bad to worse 👎🏽 @miseleccionmx #SeleccionMexicana https://t.co/Yt4lQJfPdm
205,@Canelo Pinches #Mexicans... the #politicians clean their ass with our rights and we stand up for nonsense like this when the #MexicanSelection is crap... #NoMamar #Messi𓃵 @GobiernoMX #Quatar2022
206,"Kun Agüero comes out in defense of Messi and responds to Canelo Álvarez

#Argentina #KunAgüero #Messi #Mexico #Mexican Selection

https://t.co/ayMocKtj4J"
207,Golden Scorpion exhibits Argentine for attacking a Mexican woman and child 'There is one or the other pending..' /t.co/JaXXNh3ffN
208,"Mexican Selection: Kikin Fonseca 'exhibits' Tata Martino vs Argentina #SeleccionMexicana #SeleccionArgentina #MexicovsArgentina #ArgentinavsMexico
#MundialQatar2022 #MundialQatar #Qatar2022 #QatarWorldCup2022 #QatarWorldCup22 #Qatar22
https://t.co/ymxDY9ee4K"
209,"Saul 'El Canelo' Álvarez threatens David Faitelson for defending Leo Messi
#Messi #Canelo #canelomessi #canelovsmessi #caneloalvarez #SeleccionMexicana #SeleccionArgentina #MexicovsArgentina #ArgentinavsMexico
#WorldQatar2022 #WorldQatar #Qatar2022 https://t.co/blYYsqF4w0"
210,"Mexico needs to beat Saudi Arabia; When have you done it with Martino?
#SeleccionMexicana #SeleccionArgentina #MexicovsArgentina #ArgentinavsMexico
#MundialQatar2022 #MundialQatar #Qatar2022 #QatarWorldCup2022 #QatarWorldCup22 #Qatar22
https://t.co/RxdUNkNknd"
211,"The Mexican national team is treated as a marketing product, it goes beyond just a soccer team, Mexico has great athletes but they denature the group of athletes, and the image of an advertising product prevails #SeleccionMexicana #Mundial2022 #Qatar2022"
212,"The clubs that fight for Alexis Vega while he plays the Qatar World Cup with the Mexico National Team
#Mexico / #Mexico Selection #Qatar2022

https://t.co/slGBRA5F2j"
213,"After not going to the World Cup with Mexico, Santiago Giménez leaves Feyenoord aside and tempts the South American giant
#Mexico / #Mexico Selection #Qatar2022

https://t.co/reVht0KbLx"
214,"@brfootball This Is The #ViralVideo That Has Annoyed The #caneloalvarez
When #Messi Supposedly Kicks The Shirt Of The #Mexican Selection
Watch the video and judge for your own account https://t.co/XbQEQeGiBN"
215,"@BarcaUniversal This Is The #ViralVideo That Has Annoyed The #caneloalvarez
When #Messi Supposedly Kicks The Shirt Of The #Mexican Selection
Watch the video and judge for your own account https://t.co/QfBrL8gBVJ"
216,"@ESPNFC This Is The #Viral Video That Has Annoyed The #caneloalvarez
When #Messi Supposedly Kicks The Shirt Of The #Mexican Selection
Watch the video and judge for your own account https://t.co/sxZxBU7onL"
217,"If Canelo wants a photo with Messi, let him go and ask for it! No need for so much childish tantrum...
#SeleccionMexicana #canelo #messi #malvinas"
218,"#Football | #AndrésGuardado will forever remain in the history of the #MexicanSelection. The midfielder is already the player with the most caps of all time, in #qatar he reached his fifth #WorldCup2022
https://t.co/Hv9ej72zOM"
219,"💬 Interview | The Mexican Rafa Márquez, coach of Barça Atlètic, reflects on the #SelecciónMexicana, analyzes the World Cup in Qatar and the evolution of his former teammate and captain of Argentina, Leo Messi
 https://t.co/YKJHyJRlfL"
220,"You should NOT stop promoting a sport in which we are not good, such as soccer.
#seleccionmexicana #seleccionmexicanadefutbol #boxeomexicano #taekwondomexico #sportemexicano #soccer #fifa https://t.co/Km88tsHzMH"
221,"Meanwhile Messi:
Well, I'm going to check #Twitter to see what's new...
#Messi #Canelo #Jersey #SeleccionMexicana
#MexicoVsArgentina
#Qatar2022
#HappySunday https://t.co/Kfz0z9pddg"
