,location,name,username,user_id,verified,source,lang,text,possibly_sensitive,edit_history_tweet_ids,tweet_id,created_at,type,geo.coordinates.type,geo.coordinates.coordinates
76,,Observer.NR,ObserverNR,1.3e+18,False,Twitter for Android,es,"Some think that #Qatar2022 is like the #LigaBBVAMX that out of 18 teams, 16 has a chance to be champion 🙄the #SeleccionMexicana will give its worst World Cup. And that's not why I'm anti-patriotic.",False,['1597266651002859521'],1.6e+18,2022-11-28 16:30:20+00:00,,,
77,Metro Muzskiz Ecateponck,Pedro acebedo olvera,OlveraAcebedo,7.17e+17,False,elsiglo.mx,es,"Mexico has a positive record facing Asian teams

#goal #sports #SelecciónMexicana https://t.co/F3d6dQZeeq",False,['1597266579376545792'],1.6e+18,2022-11-28 16:30:02+00:00,,,
78,"Distrito Federal, México",Guillermo,3G104,1.48e+18,False,Twitter for Android,es,"The #SeleccionMexicana must show better football before Saudi Arabia and not just ""give him a urge""
 ""You can't beat someone who doesn't know how to give up."" https://t.co/GVgwNVyuN0",False,['1597266197086883840'],1.6e+18,2022-11-28 16:28:31+00:00,,,
79,"Louisiana, USA",juan barrera,paparrinx,141662812.0,False,Twitter for Android,es,"""And how the hell are we going to do it if they don't score a goal?"" said the now governor of Morelos.

#FútbolMedia #SelecciónMexicana #Qatar2022 #cuautemocblanco",False,['1597266017331601411'],1.6e+18,2022-11-28 16:27:48+00:00,replied_to,,
80,"Poza Rica,Veracruz de Ignacio ",Elizabeth J.Morgado,eli_jmor,8.9e+17,False,Twitter for Android,es,"In the video you can see how the player's son appeared to keep Pereira away from the South American fans, as well as other Argentine fans intervened to calm the waters.

#FútbolMedia #SelecciónMexicana #SelecciónArgentina #jairpereira #Qatar2022",False,['1597265850654158849'],1.6e+18,2022-11-28 16:27:09+00:00,replied_to,,
81,"Naucalpan de Juárez, México",0RT3G4,ortegaisrael,125529375.0,False,Twitter for Android,es,It's good that the Mexican team is leaving the World Cup because even Africans and Asians would give us a dance HAHAHA #Qatar2022 #SeleccionMexicana #MexicoEnQatar,False,['1597265127388372992'],1.6e+18,2022-11-28 16:24:16+00:00,,,
82,México,Arena Cómics,ArenaComics,1.45e+18,False,Twitter for iPhone,es,"Let's stop being stupid! #Messi Yes, he steps on and kicks the #miseleccionmx #SeleccionMexicana shirt that is used and done in soccer to humiliate the rival here the important thing is who does it and how! #Messi is a public figure, an example for millions of children",False,['1597265117728886784'],1.6e+18,2022-11-28 16:24:14+00:00,,,
83,,ManuGal,ManuGal6,1.19e+18,False,Twitter for Android,es,"Mexico has been champion in #Taekwondo, #TiroConArco, #Fronton in recent days and the #SeleccionMexicana embarrassing in #Qatar2022 takes all the spotlights, other sports should be equally supported by the government, they stand up for the country .",False,['1597265039588659200'],1.6e+18,2022-11-28 16:23:55+00:00,,,
84,,Raul Reco,RaulReco16,525649629.0,False,Twitter Web App,es,"This is how Mexicans organize to take the party to Qatar
#Qatar2022 #Mundial #SeleccionMexicana

https://t.co/AXR4qEnoll",False,['1597265027870097410'],1.6e+18,2022-11-28 16:23:53+00:00,,,
85,"Cuernavaca, Morelos",El Dato Noticias Morelos,eldatomx,7.53e+17,False,Twitter Web App,es,"💥 Deporfans there is a shot!... Is Canelo right to threaten Messi for throwing away the National Team shirt? 🤔🔥

#Messi #CaneloAlvarez #Canelo #mexicanaselection",False,['1597263503517097986'],1.6e+18,2022-11-28 16:17:49+00:00,,,
86,,sonar25,sonar127,553073407.0,False,Twitter for iPhone,es,"Does anyone have information on how many teams have not scored a goal after their second game?
#I wonder #Qatar2022 #FIFAWorldCup #SeleccionMexicana",False,['1597263468910243842'],1.6e+18,2022-11-28 16:17:41+00:00,,,
87,,Óscar Balcázar,OBG888,15317425.0,False,Twitter for Android,es,"We are so #MarchaDelPueblo, you are so #MexicanSelection #MediocreOpposition https://t.co/9oqu14DuBz",False,['1597263001509208066'],1.6e+18,2022-11-28 16:15:49+00:00,,,
88,"Villahermosa, Tabasco",Ahora Tabasco Noticias,ahoratabasco_,1.6e+18,False,Twitter Web App,es,"The Mexican National Team could have the first world cup without being able to score goals if they did not achieve it against Saudi Arabia
#Qatar2022 #SeleccionMexicana #Japon #FIFAWorldCupQatar2022
https://t.co/ziTZeiY9CJ",False,['1597260952264912898'],1.6e+18,2022-11-28 16:07:41+00:00,,,
89,,Rodrigo Melo,Rodrigo67889928,1.35e+18,False,Twitter for iPhone,es,"The Mexican team has ridiculed the country and has trampled the shirt worse! Stop your antics @Canelo unless you want to go break his mother to the national team, those do deserve it #SeleccionMexicana #NoMamar #Qatar2022EsLatina",False,['1597260480367587328'],1.6e+18,2022-11-28 16:05:48+00:00,,,
90,,FibraMarket,FibraMarket,1.42e+18,False,Twitter for Android,es,It's been almost 3 years since @Raul_Jimenez9's last double in October was done by @HenryMartinM and in September by @Santigim9 and @rogelio7funes in July. I hope something extraordinary happens and we update the statistics. #Mexican team,False,['1597259474380943364'],1.6e+18,2022-11-28 16:01:48+00:00,,,
91,Mexico,Imagen Deportes,ImagenTVDeporte,7.81e+17,True,Twitter for Android,qme,#Mexico #Mundial2022 #QatarWorldCup2022 #outofcontext #SeleccionMexicana https://t.co/bnTXQZZjXO,False,['1597258527743307781'],1.6e+18,2022-11-28 15:58:03+00:00,,,
92,"Monterrey, México",INFO7,info7mty,65579025.0,True,Twitter for Android,es,"#SocialMedia 📍 | Saúl #CaneloÁlvarez explodes against #LeoMessi.

🔴 The controversy occurred when the Argentine retired his tennis shoes inside the dressing room, after the victory against the #SelecciónMexicana with a score of 2-0, since it is perceived that he kicks a tri-color jersey. (1/2) https://t.co/FNCctppHan",False,['1597258022333521921'],1.6e+18,2022-11-28 15:56:02+00:00,,,
93,México,Carlos Alberto Fdez,CAFERNANDEZR,285547889.0,False,Twitter for Android,es,"Kando ""we judged"" fearsome and we didn't know it .....!?!?!? https://t.co/ZxpQXGP8Q9",False,['1597257401144442880'],1.6e+18,2022-11-28 15:53:34+00:00,,,
94,,Black Saint Noah exObradorista,Black5aintNoah,1038827132.0,False,Twitter for iPhone,es,"@CABJRR_ @El_TataMartino He couldn't resist trying to help #Messi𓃵 by kicking an imaginary ball with his left foot, a moment before Messi scored the goal. #Lavolpe #SeleccionMexicana #DavidFaitelson #RaulOrvañanos #ChristianMartinoli #FueraTata",False,['1597257366202093568'],1.6e+18,2022-11-28 15:53:26+00:00,replied_to,,
95,"Nuevo León, México",Jos,josking74,8.36e+17,False,Twitter for Android,es,"What a difference in cultures, South Korea losing as a worthy opponent to Ghana, it could be that they ask for a bottle of urine, to give it to the players of the Mexican team and see if that way they put a little love and webos #SeleccionMexicana #Qatar2022",False,['1597256760376852480'],1.6e+18,2022-11-28 15:51:01+00:00,,,
96,"Xalapa, Ver.",Formato Siete,Formato7oficial,2161426194.0,False,Twitter for Android,es,ORIBE PERALTA CRITIZES LACK OF TIME IN MEXICO PROJECTS IN WORLD CUPS. #Qatar2022 #SeleccionMexicana https://t.co/G8f8t6lNnp via @TUDNUSA,False,['1597255899986657281'],1.6e+18,2022-11-28 15:47:36+00:00,,,
97,México city,Charls,C_harls,114088404.0,False,Twitter for Android,es,"@Faitelson_ESPN It happens that the @FMF is a company that has among its products #ligamx and #SeleccionMexicana, at the financial level it must be very good, but what it sells is shit, the quality of the product does not matter, they consume it anyway, do you want changes? stop consuming these products",False,['1597255803077267456'],1.6e+18,2022-11-28 15:47:13+00:00,replied_to,,
98,México,Rodrigo ⛩️ 🇲🇽,rfcf,8757632.0,False,Twitter for Android,es,"Cosmiqueros excellent start to the week, we are so bad in soccer that this year not even soccer covers brought us smash, how is the tri going to have our support???
#dccomics #smash #seleccionmexicana https://t.co/4eS6kM4LuW",False,['1597255505767849984'],1.6e+18,2022-11-28 15:46:02+00:00,,,
99,"Villahermosa, Tabasco",Ahora Tabasco Noticias,ahoratabasco_,1.6e+18,False,Twitter for Android,es,"If @FEMEXFUTAC had half the talent of civil society to organize marches and used half the money from the #MarchaDelAcarreo, our #SeleccionMexicana would reach the semifinals, but just like #ElReyDelAcarreo, they only spend like asshole. 🤷🏻‍♂️🇲🇽
@miseleccionmx https://t.co/ZR0a2msBjz",False,['1597255051084730369'],1.6e+18,2022-11-28 15:44:14+00:00,,,
100,,Fernando Galindo,fergalindog,3015195941.0,False,Twitter Web App,es,"The networks are flooded with tantrums and pathetic whining about the ""Mexican disappointment"", with the intent of analysis: Is there something new to analyze about its performance? Yes, it's the World Cup, but nothing surprises about its mediocre #SeleccionMexicana. #BuenLunes #paredesufrir",False,['1597254825984503808'],1.6e+18,2022-11-28 15:43:20+00:00,,,
101,,MAX96,_max96__,1.6e+18,False,Twitter for Android,es,"Saudi has not lost by 3 or more goal difference since Russia 2018. Mexico in that same time (not including CONCACAF) has only beaten Nigeria and Iraq by 3 or more goal difference. The tri has not beaten anyone else, until May 2021 only Iceland #Qatar2022 #SeleccionMexicana",False,['1597254163398004738'],1.6e+18,2022-11-28 15:40:42+00:00,,,
102,,EmilXD,shop350,166745753.0,False,Twitter for Android,es,"After a video circulated on social networks showing the Argentine soccer player #Messi kicking a #SeleccionMexicana shirt, the Mexican boxer, #CaneloÁlvarez, ""threatened"" him on networks ""to ask God not to find you"", for instance. https://t.co/mldDXqMG1B",False,['1597253459145023490'],1.6e+18,2022-11-28 15:37:54+00:00,,,
103,,meliodas 3223,krico32,1.48e+18,False,Twitter for Android,qht,#TataMartino #MexicanTeam #Qatar2,False,['1597252605763235841'],1.6e+18,2022-11-28 15:34:31+00:00,replied_to,,
104,In your heart  ♥ ,XLY_Tacticᵕ̈,AxelYahirCoron2,1.46e+18,False,Twitter Web App,es,#Messi has respected the #SeleccionMexicana more than the players and coaches themselves. At least he took us seriously.,False,['1597250584700399617'],1.6e+18,2022-11-28 15:26:29+00:00,,,
105,"Durango, México",Marco Luke,MarcoLuke7,1446788784.0,False,Twitter Web App,es,"🔴#NowNews| #AMLO sends a message of support to the #SeleccionMexicana.

Note here: ⬇️
https://t.co/joTsuy1ezz https://t.co/xUmpT8FFH2",False,['1597250470481104896'],1.6e+18,2022-11-28 15:26:02+00:00,replied_to,,
106,México,@diario24horas,diario24horas,357050985.0,True,Twitter for iPhone,es,The #SeleccionMexicana and Tunisia are the only two teams that have not scored in the #Qatar2022 World Cup #fail,False,['1597250195166998529'],1.6e+18,2022-11-28 15:24:56+00:00,,,
107,"Monterrey, Nuevo León",Escarleth Palacios,EscarlethPal1,7.13e+17,False,Twitter Web App,es,"😱OUR NOVEMBER PROMOTION IS ABOUT TO END!

Do you want to win a jersey?
👇 Read our post for more information or call us, we will gladly assist you.

#fibraoptica #SeleccionMexicana #Mexico #telecom #Tecnologia #ingenieros #Mundial2022 https://t.co/eIWzDGrXkt",False,['1597249939104739331'],1.6e+18,2022-11-28 15:23:55+00:00,,,
108,México,Alejandro Vázquez Añorve,Alex_Anorve,85858312.0,False,Yuzzit Pro,es,"After the controversial photo was released where Messi is seen allegedly stepping on the #SelecciónMexicana shirt, the boxer from Guadalajara, Saúl ""Canelo"" Álvarez sent a forceful message to the Argentine on social networks.

#ElMundialQuéImporta #ElOasisDelMundial https://t.co/o6lx4aJz9Y",False,['1597249866119270400'],1.6e+18,2022-11-28 15:23:38+00:00,,,
109,CDMX🇲🇽,FigueraSports,figuerasports,1.11e+18,False,Twitter Web App,es,"""Canelo"" Álvarez threatens Lionel Messi for controversy with a Mexico shirt. #SaúlÁlvarez #Canelo #LionelMessi #SelecciónMexicana #SelecciónArgentina #JustaMundialista #Qatar
#RBA
https://t.co/uofMAGX2n9",False,['1597248755023380482'],1.6e+18,2022-11-28 15:19:13+00:00,,,
110,Av. México Coyoacán 40,REFORMA,Reforma,27708897.0,True,Twitter Web App,es,"AMLO asks the Mexican team not to give up in Qatar📹▶️https://t.co/jhINteeQ2v

#INFO7 #AMLO #SelecciónMexicana #Qatar #Mundial",False,['1597248019564728320'],1.6e+18,2022-11-28 15:16:17+00:00,,,
111,"Distrito Federal, México",@marcelapantera,marcelapanthera,1.19e+18,False,Twitter for iPhone,es,"#WorldData With the two goals conceded by @miseleccionmx by @AFA, the #MexicanSelection has allowed 100 goals in the history of its participation in @fifaworldcup_es and has been able to score 60 times
#FIFAWorldCup #FIFAWorldCupQatar2022 #miseleccionmx #ElTri https://t.co/LAdi7p3h3q",False,['1597247267249213442'],1.6e+18,2022-11-28 15:13:18+00:00,,,
112,México,Deportrece,Deportrece,7.66e+17,False,Twitter for Android,es,"There are two falling titans:
1 Soccer the #selectionmexicana and its eminent World Cup elimination and...
2 politics the tiny ""muscle"" of Lopez and his 1.2 million carried and drainers of his withered burning. 🤣🤣🤣 #AMLOBurlaMundial",False,['1597247141826637824'],1.6e+18,2022-11-28 15:12:48+00:00,,,
113,México,Linea Deportiva,NacionDMX,1.43e+18,False,Twitter for Android,es,The thing about Messi and the video is the work of #YonDeLuisa so as not to be singled out. 😂 #Mexican Selection,False,['1597246906841067520'],1.6e+18,2022-11-28 15:11:52+00:00,,,
114,NL,Johnny B. Good,rdzglzjm,254147639.0,False,WordPress.com,es,“This isn't over until it's over”: #AMLO sends a message of support to #SelecciónMexicana | #Qatar2022 #WorldCup #Morning Conference https://t.co/pNwlxLeIEn,False,['1597246698518155266'],1.6e+18,2022-11-28 15:11:02+00:00,,,
115,,Daniel Alcaraz,Leon_Rojo_,188584446.0,False,Twitter for Android,es,"Every time there is a match of the #SeleccionMexicana I look at it like when you go to an elementary school festival, where no matter how much I love my son, I know he's going to be fine asshole and there won't be any surprises.",False,['1597246045918224385'],1.6e+18,2022-11-28 15:08:27+00:00,,,
116,México,Don Barredora picks 🛻,DonBarredoratip,9.79e+17,False,Twitter Web App,es,"#KORGHA What 🥚🥚 those of the Koreans, fighting until the end. Sad the #SeleccionMexicana that neither shots, nor defense, nor win. This is the fault of Tata but also of the lukewarm players.",False,['1597245852006764544'],1.6e+18,2022-11-28 15:07:41+00:00,,,
117,Estado de México,Beto,Alberto_Yescas,397318669.0,False,Twitter Web App,es,"🔴#AHORA|📹 President @lopezobrador_, sent a message of support to the #SeleccionMexicana. https://t.co/FG12sV9rwA",False,['1597245559102140418'],1.6e+18,2022-11-28 15:06:31+00:00,,,
118,,Efekto10,Efekto10,1615746020.0,False,Twitter for Android,es,"#CommentingSports™®✓
#HarryInColombia #CyberMondayAmazon
On this occasion the #ImageOfTheWeek is a video #SeleccionMexicana Sub 10 Pan American Champions
Seeing these kids makes me 100% convinced that they are more likely to be World Champions in ⚾
📽️ @Rev_Strikeout https://t.co/Y7TVS4KekE",False,['1597245105450418179'],1.6e+18,2022-11-28 15:04:43+00:00,replied_to,,
119,,nachulitum,Arch3r_Stirling,1.46e+18,False,Twitter Web App,es,"I can't believe that in Mexico, there are people so PENDEJA, who believe that Messi kicked the shirt of Mexico on purpose. (Including Cinnamon). #Messi #Canelo #SeleccionMexicana #MexicoVsArgentina",False,['1597244956032532482'],1.6e+18,2022-11-28 15:04:07+00:00,,,
120,Ciudad de México,SoyReferee,SoyReferee,3015478162.0,True,Twitter for iPhone,es,Even South Korea is more excited than @miseleccionmx incredible #Qatar2022 #SeleccionMexicana,False,['1597244378967609344'],1.6e+18,2022-11-28 15:01:49+00:00,,,
121,,Chavito Galeana,ChavitoGaleana,1.49e+18,False,Twitter for Android,es,#fueraeltata #Piojoherrera #SeleccionMexicana return me to the louse Herrera @piojoherreratvc,False,['1597243232844656641'],1.6e+18,2022-11-28 14:57:16+00:00,,,
122,,CapitalAlDía,capitalaldia,1.54e+18,False,Twitter for Android,es,#FueraTata #PiojoHerrera #SeleccionMexicana go back to el Piojo Herrera @piojoherreratvc #FueraTata @selecciones_mx #FueraTata,False,['1597243210044125185'],1.6e+18,2022-11-28 14:57:11+00:00,,,
123,Edo México,Alfonso,alfonazul90,1.42e+18,False,Twitter Web App,es,"Monday of APOCO NO?
I leave you the link 👇
https://t.co/CAf5NTousz

#Opinion #Catar2022 #SeleccionMexicana #futbol #CORRUPCION",False,['1597240679612133376'],1.6e+18,2022-11-28 14:47:07+00:00,,,
124,Ciudad de México,Edgar Arenas,garoarenas,1653719274.0,False,TweetDeck,es,"#LaMañanera President @lopezobrador_ sends a message to the #SelecciónMexicana (@miseleccionmx) ""go ahead, you have to push yourself forward. You can't beat someone who doesn't know how to give up. Cheer up.""

https://t.co/bW0vCBCPGJ https://t.co/bq5JQyGAta",False,['1597240662302556160'],1.6e+18,2022-11-28 14:47:03+00:00,,,
125,México,Raymundo Cruz,RayoVen,325716485.0,False,Twitter for iPhone,es,How is my footballer? #Qatar2022 #SeleccionMexicana #FIFAWorldCup #MexicoVsArgentina #FIFAWorldCupQatar2022 #beso #FYP #Escarlethpalacios #ESPANAALEMANIA https://t.co/x4I82qUPv6,False,['1597240495780286465'],1.6e+18,2022-11-28 14:46:24+00:00,,,
126,,Guillén,cguillen012,1880758008.0,False,Twitter for iPhone,es,"Watching how #ghana plays, even #ghana beats us #SeleccionMexicana #Qatar2022",False,['1597239637130772482'],1.6e+18,2022-11-28 14:42:59+00:00,,,
127,,Soy Futbol,_SoyFutbol_,1.48e+18,False,Twitter for iPhone,es,"You have the best opinion about the controversy between Lionel #Messi and the boxer Saúl #Canelo Álvarez. the Argentine ""kicks"" a #SeleccionMexicana shirt apparently while removing his studs... 🤔📹 https://t.co/Kf1x8yyFxW",False,['1597237891905642496'],1.6e+18,2022-11-28 14:36:03+00:00,,,
128,Ciudad de México,Raymundo Cruz,raymundocruzmx,2525784180.0,False,Twitter Web App,es,"#Qatar2022 | 📌A camel was part of the coexistence of the players of the #SeleccionMexicana with his relatives, ahead of the crucial game against Saudi Arabia.

🔗https://t.co/UAwLjCc97C https://t.co/OoX0S5NO1M",False,['1597237357098717184'],1.6e+18,2022-11-28 14:33:55+00:00,replied_to,,
